"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35","GET wrong path -> 404 PATH_NOT_FOUND","tests.users","Sat Feb 07 18:21:37 UTC 2026","passed","Sat Feb 07 18:21:37 UTC 2026","TestUsersNegative","test_users_negative","",""
"","41","GET /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Sat Feb 07 18:21:37 UTC 2026","passed","Sat Feb 07 18:21:37 UTC 2026","TestUsersNegative","test_users_negative","",""
"","104","DELETE /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestPostsNegative","test_post_negative","",""
"","226","POST /post/create without app-id -> 403 APP_ID_MISSING","tests.posts","Sat Feb 07 18:21:34 UTC 2026","passed","Sat Feb 07 18:21:34 UTC 2026","TestPostsNegative","test_post_negative","",""
"","81","GET /post/{bad_id} -> 400 PARAMS_NOT_VALID","tests.posts","Sat Feb 07 18:21:35 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestPostsNegative","test_post_negative","",""
"","131","POST /user/create without app-id -> 403 APP_ID_MISSING","tests.users","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestUsersNegative","test_users_negative","",""
"","286","POST /comment/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.comments","Sat Feb 07 18:21:32 UTC 2026","passed","Sat Feb 07 18:21:32 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","9","GET /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestPostsNegative","test_post_negative","",""
"","270","POST /comment/create missing owner -> 400 BODY_NOT_VALID","tests.comments","Sat Feb 07 18:21:32 UTC 2026","passed","Sat Feb 07 18:21:33 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","92","DELETE /comment/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.comments","Sat Feb 07 18:21:34 UTC 2026","passed","Sat Feb 07 18:21:34 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","235","GET /user without app-id -> 403 APP_ID_MISSING","tests.users","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestUsersNegative","test_users_negative","",""
"","126","POST /user/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.users","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:37 UTC 2026","TestUsersNegative","test_users_negative","",""
"","122","GET /post/{bad_id}/comment -> 400 PARAMS_NOT_VALID","tests.comments","Sat Feb 07 18:21:34 UTC 2026","passed","Sat Feb 07 18:21:34 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","124","POST /post/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.posts","Sat Feb 07 18:21:34 UTC 2026","passed","Sat Feb 07 18:21:35 UTC 2026","TestPostsNegative","test_post_negative","",""
"","89","POST /post/create without owner -> 400 BODY_NOT_VALID","tests.posts","Sat Feb 07 18:21:35 UTC 2026","passed","Sat Feb 07 18:21:35 UTC 2026","TestPostsNegative","test_post_negative","",""
"","140","POST /user/create missing lastName -> 400 BODY_NOT_VALID","tests.users","Sat Feb 07 18:21:37 UTC 2026","passed","Sat Feb 07 18:21:37 UTC 2026","TestUsersNegative","test_users_negative","",""
"","83","POST /post/create with malformed owner -> 400 BODY_NOT_VALID","tests.posts","Sat Feb 07 18:21:35 UTC 2026","passed","Sat Feb 07 18:21:35 UTC 2026","TestPostsNegative","test_post_negative","",""
"","113","GET /user/{bad_id} -> 400 PARAMS_NOT_VALID","tests.users","Sat Feb 07 18:21:37 UTC 2026","passed","Sat Feb 07 18:21:37 UTC 2026","TestUsersNegative","test_users_negative","",""
"","206","POST /comment/create missing post -> 400 BODY_NOT_VALID","tests.comments","Sat Feb 07 18:21:33 UTC 2026","passed","Sat Feb 07 18:21:33 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","231","GET /user with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.users","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestUsersNegative","test_users_negative","",""
"","252","POST /comment/create without app-id -> 403 APP_ID_MISSING","tests.comments","Sat Feb 07 18:21:31 UTC 2026","passed","Sat Feb 07 18:21:32 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","163","GET wrong path -> 404 PATH_NOT_FOUND","tests.posts","Sat Feb 07 18:21:36 UTC 2026","passed","Sat Feb 07 18:21:36 UTC 2026","TestPostsNegative","test_post_negative","",""
"","87","DELETE /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Sat Feb 07 18:21:37 UTC 2026","passed","Sat Feb 07 18:21:37 UTC 2026","TestUsersNegative","test_users_negative","",""
"","57","GET wrong path -> 404 PATH_NOT_FOUND","tests.comments","Sat Feb 07 18:21:34 UTC 2026","passed","Sat Feb 07 18:21:34 UTC 2026","TestCommentsNegative","test_comments_negative","",""
