"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8426","Get Comments List -> GET /comment","tests.comments","Fri Feb 06 19:54:33 UTC 2026","passed","Fri Feb 06 19:54:41 UTC 2026","TestComments","test_comments_regression","",""
"","184","POST /comment/create missing owner -> 400 BODY_NOT_VALID","tests.comments","Fri Feb 06 19:54:47 UTC 2026","passed","Fri Feb 06 19:54:47 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","207","GET /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Fri Feb 06 19:54:45 UTC 2026","passed","Fri Feb 06 19:54:45 UTC 2026","TestUsersNegative","test_users_negative","",""
"","98","Get Users List -> GET /user","tests.users","Fri Feb 06 19:54:25 UTC 2026","passed","Fri Feb 06 19:54:26 UTC 2026","TestUsers","test_users_regression","",""
"","139","POST /comment/create without app-id -> 403 APP_ID_MISSING","tests.comments","Fri Feb 06 19:54:47 UTC 2026","passed","Fri Feb 06 19:54:47 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","84","POST /post/create without owner -> 400 BODY_NOT_VALID","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestPostsNegative","test_post_negative","",""
"","211","GET /user without app-id -> 403 APP_ID_MISSING","tests.users","Fri Feb 06 19:54:44 UTC 2026","passed","Fri Feb 06 19:54:45 UTC 2026","TestUsersNegative","test_users_negative","",""
"","520","Delete Comment -> DELETE /comment/{id} (verify deleted)","tests.comments","Fri Feb 06 19:54:44 UTC 2026","passed","Fri Feb 06 19:54:44 UTC 2026","TestComments","test_comments_regression","",""
"","693","Post flow (CREATE -> GET by id -> UPDATE -> GET by id -> DELETE -> GET 404)","tests.posts","Fri Feb 06 19:54:23 UTC 2026","passed","Fri Feb 06 19:54:23 UTC 2026","TestPosts","test_post_crud","",""
"","200","GET /user/{bad_id} -> 400 PARAMS_NOT_VALID","tests.users","Fri Feb 06 19:54:45 UTC 2026","passed","Fri Feb 06 19:54:45 UTC 2026","TestUsersNegative","test_users_negative","",""
"","118","DELETE /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:47 UTC 2026","TestPostsNegative","test_post_negative","",""
"","133","POST /post/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestPostsNegative","test_post_negative","",""
"","137","DELETE /comment/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.comments","Fri Feb 06 19:54:48 UTC 2026","passed","Fri Feb 06 19:54:48 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","162","Create Post -> POST /post/create","tests.posts","Fri Feb 06 19:54:26 UTC 2026","passed","Fri Feb 06 19:54:27 UTC 2026","TestPosts","test_post_regression","",""
"","290","Delete Post -> DELETE /post/{id} (verify GET 404)","tests.posts","Fri Feb 06 19:54:28 UTC 2026","passed","Fri Feb 06 19:54:29 UTC 2026","TestPosts","test_post_regression","",""
"","85","GET /post/{bad_id} -> 400 PARAMS_NOT_VALID","tests.posts","Fri Feb 06 19:54:46 UTC 2026","passed","Fri Feb 06 19:54:46 UTC 2026","TestPostsNegative","test_post_negative","",""
"","647","User flow (CREATE -> GET by id -> UPDATE -> GET by id -> DELETE -> GET 404)","tests.users","Fri Feb 06 19:54:22 UTC 2026","passed","Fri Feb 06 19:54:22 UTC 2026","TestUsers","test_users_crud","",""
"","1010","Comment flow (CREATE -> LIST by post -> LIST by user -> DELETE -> verify deleted)","tests.comments","Fri Feb 06 19:54:23 UTC 2026","passed","Fri Feb 06 19:54:24 UTC 2026","TestComments","test_comments_crud","",""
