"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","630","Delete Comment -> DELETE /comment/{id} (verify deleted)","tests.comments","Fri Feb 06 20:30:14 UTC 2026","passed","Fri Feb 06 20:30:14 UTC 2026","TestComments","test_comments_regression","",""
"","131","Get Users List -> GET /user","tests.users","Fri Feb 06 20:29:54 UTC 2026","passed","Fri Feb 06 20:29:54 UTC 2026","TestUsers","test_users_regression","",""
"","416","Get Comments By User -> GET /user/{user_id}/comment","tests.comments","Fri Feb 06 20:30:13 UTC 2026","passed","Fri Feb 06 20:30:13 UTC 2026","TestComments","test_comments_regression","",""
"","356","Get List By User -> GET /user/{user_id}/post (contains created post)","tests.posts","Fri Feb 06 20:30:02 UTC 2026","passed","Fri Feb 06 20:30:02 UTC 2026","TestPosts","test_post_regression","",""
"","520","Delete Post -> DELETE /post/{id} (verify GET 404)","tests.posts","Fri Feb 06 20:29:58 UTC 2026","passed","Fri Feb 06 20:29:59 UTC 2026","TestPosts","test_post_regression","",""
"","144","Get User by id -> GET /user/{id}","tests.users","Fri Feb 06 20:29:54 UTC 2026","passed","Fri Feb 06 20:29:54 UTC 2026","TestUsers","test_users_regression","",""
"","511","Get Comments By Post -> GET /post/{post_id}/comment","tests.comments","Fri Feb 06 20:30:12 UTC 2026","passed","Fri Feb 06 20:30:12 UTC 2026","TestComments","test_comments_regression","",""
"","412","Delete User -> DELETE /user/{id} (verify deleted)","tests.users","Fri Feb 06 20:29:55 UTC 2026","passed","Fri Feb 06 20:29:56 UTC 2026","TestUsers","test_users_regression","",""
"","427","Create Comment -> POST /comment/create","tests.comments","Fri Feb 06 20:30:03 UTC 2026","passed","Fri Feb 06 20:30:03 UTC 2026","TestComments","test_comments_regression","",""
"","250","Update User by id -> PUT /user/{id}","tests.users","Fri Feb 06 20:29:55 UTC 2026","passed","Fri Feb 06 20:29:55 UTC 2026","TestUsers","test_users_regression","",""
"","261","Get Post by id -> GET /post/{id}","tests.posts","Fri Feb 06 20:29:56 UTC 2026","passed","Fri Feb 06 20:29:57 UTC 2026","TestPosts","test_post_regression","",""
"","0","Create User -> POST /user/create","tests.users","Fri Feb 06 20:29:54 UTC 2026","passed","Fri Feb 06 20:29:54 UTC 2026","TestUsers","test_users_regression","",""
"","2793","Get Posts List -> GET /post","tests.posts","Fri Feb 06 20:29:59 UTC 2026","passed","Fri Feb 06 20:30:02 UTC 2026","TestPosts","test_post_regression","",""
"","7640","Get Comments List -> GET /comment","tests.comments","Fri Feb 06 20:30:04 UTC 2026","passed","Fri Feb 06 20:30:11 UTC 2026","TestComments","test_comments_regression","",""
"","595","Update Post -> PUT /post/{id}","tests.posts","Fri Feb 06 20:29:57 UTC 2026","passed","Fri Feb 06 20:29:58 UTC 2026","TestPosts","test_post_regression","",""
"","151","Create Post -> POST /post/create","tests.posts","Fri Feb 06 20:29:56 UTC 2026","passed","Fri Feb 06 20:29:56 UTC 2026","TestPosts","test_post_regression","",""
