"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","95","DELETE /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Sat Feb 07 18:13:56 UTC 2026","passed","Sat Feb 07 18:13:56 UTC 2026","TestUsersNegative","test_users_negative","",""
"","246","POST /comment/create without app-id -> 403 APP_ID_MISSING","tests.comments","Sat Feb 07 18:13:30 UTC 2026","passed","Sat Feb 07 18:13:31 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","329","Update Post -> PUT /post/{id}","tests.posts","Sat Feb 07 18:13:50 UTC 2026","passed","Sat Feb 07 18:13:50 UTC 2026","TestPosts","test_post_regression","",""
"","238","GET wrong path -> 404 PATH_NOT_FOUND","tests.comments","Sat Feb 07 18:13:33 UTC 2026","passed","Sat Feb 07 18:13:33 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","148","GET /post/{bad_id}/comment -> 400 PARAMS_NOT_VALID","tests.comments","Sat Feb 07 18:13:33 UTC 2026","passed","Sat Feb 07 18:13:33 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","254","Get Post by id -> GET /post/{id}","tests.posts","Sat Feb 07 18:13:49 UTC 2026","passed","Sat Feb 07 18:13:49 UTC 2026","TestPosts","test_post_regression","",""
"","245","GET wrong path -> 404 PATH_NOT_FOUND","tests.posts","Sat Feb 07 18:13:48 UTC 2026","passed","Sat Feb 07 18:13:49 UTC 2026","TestPostsNegative","test_post_negative","",""
"","150","DELETE /comment/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.comments","Sat Feb 07 18:13:33 UTC 2026","passed","Sat Feb 07 18:13:33 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","97","DELETE /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Sat Feb 07 18:13:48 UTC 2026","passed","Sat Feb 07 18:13:48 UTC 2026","TestPostsNegative","test_post_negative","",""
"","520","Delete Comment -> DELETE /comment/{id} (verify deleted)","tests.comments","Sat Feb 07 18:13:45 UTC 2026","passed","Sat Feb 07 18:13:45 UTC 2026","TestComments","test_comments_regression","",""
"","103","GET /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Sat Feb 07 18:13:48 UTC 2026","passed","Sat Feb 07 18:13:48 UTC 2026","TestPostsNegative","test_post_negative","",""
"","232","POST /comment/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.comments","Sat Feb 07 18:13:31 UTC 2026","passed","Sat Feb 07 18:13:31 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","0","Create User -> POST /user/create","tests.users","Sat Feb 07 18:13:56 UTC 2026","passed","Sat Feb 07 18:13:56 UTC 2026","TestUsers","test_users_regression","",""
"","93","GET /post/{bad_id} -> 400 PARAMS_NOT_VALID","tests.posts","Sat Feb 07 18:13:48 UTC 2026","passed","Sat Feb 07 18:13:48 UTC 2026","TestPostsNegative","test_post_negative","",""
"","87","POST /post/create with malformed owner -> 400 BODY_NOT_VALID","tests.posts","Sat Feb 07 18:13:48 UTC 2026","passed","Sat Feb 07 18:13:48 UTC 2026","TestPostsNegative","test_post_negative","",""
"","232","Delete User -> DELETE /user/{id} (verify deleted)","tests.users","Sat Feb 07 18:13:57 UTC 2026","passed","Sat Feb 07 18:13:57 UTC 2026","TestUsers","test_users_regression","",""
"","256","POST /comment/create missing post -> 400 BODY_NOT_VALID","tests.comments","Sat Feb 07 18:13:32 UTC 2026","passed","Sat Feb 07 18:13:33 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","843","Post flow (CREATE -> GET by id -> UPDATE -> GET by id -> DELETE -> GET 404)","tests.posts","Sat Feb 07 18:13:46 UTC 2026","passed","Sat Feb 07 18:13:47 UTC 2026","TestPosts","test_post_crud","",""
"","295","Delete Post -> DELETE /post/{id} (verify GET 404)","tests.posts","Sat Feb 07 18:13:51 UTC 2026","passed","Sat Feb 07 18:13:51 UTC 2026","TestPosts","test_post_regression","",""
"","110","GET /user with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsersNegative","test_users_negative","",""
"","2271","Get Posts List -> GET /post","tests.posts","Sat Feb 07 18:13:51 UTC 2026","passed","Sat Feb 07 18:13:53 UTC 2026","TestPosts","test_post_regression","",""
"","134","GET /user/{bad_id} -> 400 PARAMS_NOT_VALID","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsersNegative","test_users_negative","",""
"","8505","Get Comments List -> GET /comment","tests.comments","Sat Feb 07 18:13:34 UTC 2026","passed","Sat Feb 07 18:13:43 UTC 2026","TestComments","test_comments_regression","",""
"","132","POST /post/create without owner -> 400 BODY_NOT_VALID","tests.posts","Sat Feb 07 18:13:48 UTC 2026","passed","Sat Feb 07 18:13:48 UTC 2026","TestPostsNegative","test_post_negative","",""
"","306","Create Comment -> POST /comment/create","tests.comments","Sat Feb 07 18:13:34 UTC 2026","passed","Sat Feb 07 18:13:34 UTC 2026","TestComments","test_comments_regression","",""
"","115","POST /user/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsersNegative","test_users_negative","",""
"","323","Get Comments By User -> GET /user/{user_id}/comment","tests.comments","Sat Feb 07 18:13:44 UTC 2026","passed","Sat Feb 07 18:13:44 UTC 2026","TestComments","test_comments_regression","",""
"","143","GET wrong path -> 404 PATH_NOT_FOUND","tests.users","Sat Feb 07 18:13:56 UTC 2026","passed","Sat Feb 07 18:13:56 UTC 2026","TestUsersNegative","test_users_negative","",""
"","122","POST /post/create without app-id -> 403 APP_ID_MISSING","tests.posts","Sat Feb 07 18:13:47 UTC 2026","passed","Sat Feb 07 18:13:47 UTC 2026","TestPostsNegative","test_post_negative","",""
"","394","Get Comments By Post -> GET /post/{post_id}/comment","tests.comments","Sat Feb 07 18:13:43 UTC 2026","passed","Sat Feb 07 18:13:43 UTC 2026","TestComments","test_comments_regression","",""
"","212","Update User by id -> PUT /user/{id}","tests.users","Sat Feb 07 18:13:57 UTC 2026","passed","Sat Feb 07 18:13:57 UTC 2026","TestUsers","test_users_regression","",""
"","110","POST /user/create missing lastName -> 400 BODY_NOT_VALID","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsersNegative","test_users_negative","",""
"","104","POST /post/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.posts","Sat Feb 07 18:13:47 UTC 2026","passed","Sat Feb 07 18:13:47 UTC 2026","TestPostsNegative","test_post_negative","",""
"","662","User flow (CREATE -> GET by id -> UPDATE -> GET by id -> DELETE -> GET 404)","tests.users","Sat Feb 07 18:13:54 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsers","test_users_crud","",""
"","221","GET /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:56 UTC 2026","TestUsersNegative","test_users_negative","",""
"","223","POST /user/create without app-id -> 403 APP_ID_MISSING","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsersNegative","test_users_negative","",""
"","109","Get Users List -> GET /user","tests.users","Sat Feb 07 18:13:56 UTC 2026","passed","Sat Feb 07 18:13:57 UTC 2026","TestUsers","test_users_regression","",""
"","907","Comment flow (CREATE -> LIST by post -> LIST by user -> DELETE -> verify deleted)","tests.comments","Sat Feb 07 18:13:29 UTC 2026","passed","Sat Feb 07 18:13:30 UTC 2026","TestComments","test_comments_crud","",""
"","105","Get User by id -> GET /user/{id}","tests.users","Sat Feb 07 18:13:56 UTC 2026","passed","Sat Feb 07 18:13:56 UTC 2026","TestUsers","test_users_regression","",""
"","248","Get List By User -> GET /user/{user_id}/post (contains created post)","tests.posts","Sat Feb 07 18:13:53 UTC 2026","passed","Sat Feb 07 18:13:54 UTC 2026","TestPosts","test_post_regression","",""
"","191","POST /comment/create missing owner -> 400 BODY_NOT_VALID","tests.comments","Sat Feb 07 18:13:32 UTC 2026","passed","Sat Feb 07 18:13:32 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","113","Create Post -> POST /post/create","tests.posts","Sat Feb 07 18:13:49 UTC 2026","passed","Sat Feb 07 18:13:49 UTC 2026","TestPosts","test_post_regression","",""
"","110","GET /user without app-id -> 403 APP_ID_MISSING","tests.users","Sat Feb 07 18:13:55 UTC 2026","passed","Sat Feb 07 18:13:55 UTC 2026","TestUsersNegative","test_users_negative","",""
