"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100","GET /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:20 UTC 2026","TestUsersNegative","test_users_negative","",""
"","128","GET /post/{bad_id} -> 400 PARAMS_NOT_VALID","tests.posts","Fri Feb 06 20:31:21 UTC 2026","passed","Fri Feb 06 20:31:22 UTC 2026","TestPostsNegative","test_post_negative","",""
"","182","GET /user without app-id -> 403 APP_ID_MISSING","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:20 UTC 2026","TestUsersNegative","test_users_negative","",""
"","85","DELETE /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Fri Feb 06 20:31:22 UTC 2026","passed","Fri Feb 06 20:31:22 UTC 2026","TestPostsNegative","test_post_negative","",""
"","68","POST /comment/create missing post -> 400 BODY_NOT_VALID","tests.comments","Fri Feb 06 20:31:23 UTC 2026","passed","Fri Feb 06 20:31:23 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","88","POST /post/create without text -> 400 BODY_NOT_VALID","tests.posts","Fri Feb 06 20:31:21 UTC 2026","passed","Fri Feb 06 20:31:21 UTC 2026","TestPostsNegative","test_post_negative","",""
"","12","GET /post/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.posts","Fri Feb 06 20:31:22 UTC 2026","passed","Fri Feb 06 20:31:22 UTC 2026","TestPostsNegative","test_post_negative","",""
"","134","GET wrong path -> 404 PATH_NOT_FOUND","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:21 UTC 2026","TestUsersNegative","test_users_negative","",""
"","153","POST /comment/create without app-id -> 403 APP_ID_MISSING","tests.comments","Fri Feb 06 20:31:22 UTC 2026","passed","Fri Feb 06 20:31:22 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","289","POST /comment/create missing owner -> 400 BODY_NOT_VALID","tests.comments","Fri Feb 06 20:31:22 UTC 2026","passed","Fri Feb 06 20:31:23 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","303","POST /post/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.posts","Fri Feb 06 20:31:21 UTC 2026","passed","Fri Feb 06 20:31:21 UTC 2026","TestPostsNegative","test_post_negative","",""
"","86","DELETE /user/{id} not found -> 404 RESOURCE_NOT_FOUND","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:20 UTC 2026","TestUsersNegative","test_users_negative","",""
"","203","GET /user/{bad_id} -> 400 PARAMS_NOT_VALID","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:20 UTC 2026","TestUsersNegative","test_users_negative","",""
"","114","DELETE /comment/{id} for non-existent id -> 404 RESOURCE_NOT_FOUND","tests.comments","Fri Feb 06 20:31:23 UTC 2026","passed","Fri Feb 06 20:31:24 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","186","GET /post/{bad_id}/comment -> 400 PARAMS_NOT_VALID","tests.comments","Fri Feb 06 20:31:23 UTC 2026","passed","Fri Feb 06 20:31:23 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","118","POST /comment/create with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.comments","Fri Feb 06 20:31:22 UTC 2026","passed","Fri Feb 06 20:31:22 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","112","POST /post/create without owner -> 400 BODY_NOT_VALID","tests.posts","Fri Feb 06 20:31:21 UTC 2026","passed","Fri Feb 06 20:31:21 UTC 2026","TestPostsNegative","test_post_negative","",""
"","325","GET wrong path -> 404 PATH_NOT_FOUND","tests.posts","Fri Feb 06 20:31:22 UTC 2026","passed","Fri Feb 06 20:31:22 UTC 2026","TestPostsNegative","test_post_negative","",""
"","45","GET wrong path -> 404 PATH_NOT_FOUND","tests.comments","Fri Feb 06 20:31:24 UTC 2026","passed","Fri Feb 06 20:31:24 UTC 2026","TestCommentsNegative","test_comments_negative","",""
"","151","POST /post/create without app-id -> 403 APP_ID_MISSING","tests.posts","Fri Feb 06 20:31:21 UTC 2026","passed","Fri Feb 06 20:31:21 UTC 2026","TestPostsNegative","test_post_negative","",""
"","164","POST /user/create with missing required fields -> 400 BODY_NOT_VALID","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:20 UTC 2026","TestUsersNegative","test_users_negative","",""
"","135","GET /user with invalid app-id -> 403 APP_ID_NOT_EXIST","tests.users","Fri Feb 06 20:31:20 UTC 2026","passed","Fri Feb 06 20:31:20 UTC 2026","TestUsersNegative","test_users_negative","",""
